location,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
Poland,2021-04-23,18-24,4.72,2.28
Poland,2021-04-23,25-49,9.36,3.12
Poland,2021-04-23,50-59,25.95,5.62
Poland,2021-04-23,60-69,45.28,5.25
Poland,2021-04-23,70-79,67.1,31.84
Poland,2021-04-23,80+,55.87,44.46
Poland,2021-04-30,18-24,5.31,2.41
Poland,2021-04-30,25-49,12.98,3.77
Poland,2021-04-30,50-59,32.61,6.74
Poland,2021-04-30,60-69,51.23,6.54
Poland,2021-04-30,70-79,71.04,38.61
Poland,2021-04-30,80+,57.11,47.22
Poland,2021-05-07,18-24,6.94,2.61
Poland,2021-05-07,25-49,18.5,4.71
Poland,2021-05-07,50-59,37.56,8.36
Poland,2021-05-07,60-69,54.64,9.49
Poland,2021-05-07,70-79,72.9,45.08
Poland,2021-05-07,80+,57.85,49.39
Poland,2021-05-14,18-24,12.29,3.16
Poland,2021-05-14,25-49,24.15,6.24
Poland,2021-05-14,50-59,41.44,11.62
Poland,2021-05-14,60-69,57.16,14.45
Poland,2021-05-14,70-79,74.23,54.21
Poland,2021-05-14,80+,58.45,51.98
Poland,2021-05-21,18-24,17.49,4.02
Poland,2021-05-21,25-49,28.81,7.76
Poland,2021-05-21,50-59,45.25,15.64
Poland,2021-05-21,60-69,59.56,21.07
Poland,2021-05-21,70-79,75.45,61.41
Poland,2021-05-21,80+,59.0,53.92
Poland,2021-05-28,18-24,21.31,5.6
Poland,2021-05-28,25-49,32.23,10.11
Poland,2021-05-28,50-59,48.09,23.06
Poland,2021-05-28,60-69,61.34,28.33
Poland,2021-05-28,70-79,76.47,66.73
Poland,2021-05-28,80+,59.49,55.5
Poland,2021-06-04,18-24,26.59,7.13
Poland,2021-06-04,25-49,35.96,13.86
Poland,2021-06-04,50-59,50.71,29.93
Poland,2021-06-04,60-69,63.13,34.89
Poland,2021-06-04,70-79,77.54,70.86
Poland,2021-06-04,80+,60.02,56.79
Poland,2021-06-11,18-24,30.7,9.41
Poland,2021-06-11,25-49,39.16,19.27
Poland,2021-06-11,50-59,53.07,35.31
Poland,2021-06-11,60-69,64.72,42.85
Poland,2021-06-11,70-79,78.54,73.03
Poland,2021-06-11,80+,60.58,57.65
Poland,2021-06-18,18-24,33.5,13.9
Poland,2021-06-18,25-49,41.36,24.56
Poland,2021-06-18,50-59,54.72,39.32
Poland,2021-06-18,60-69,65.89,49.49
Poland,2021-06-18,70-79,79.3,74.5
Poland,2021-06-18,80+,61.03,58.32
Poland,2021-06-25,18-24,35.53,19.27
Poland,2021-06-25,25-49,42.99,29.55
Poland,2021-06-25,50-59,55.95,43.75
Poland,2021-06-25,60-69,66.79,55.61
Poland,2021-06-25,70-79,79.9,75.87
Poland,2021-06-25,80+,61.39,58.94
Poland,2021-07-02,18-24,37.25,23.73
Poland,2021-07-02,25-49,44.38,33.51
Poland,2021-07-02,50-59,57.07,47.58
Poland,2021-07-02,60-69,67.63,59.86
Poland,2021-07-02,70-79,80.47,77.08
Poland,2021-07-02,80+,61.72,59.52
Poland,2021-07-09,18-24,38.54,29.32
Poland,2021-07-09,25-49,45.44,37.87
Poland,2021-07-09,50-59,57.89,51.39
Poland,2021-07-09,60-69,68.2,63.04
Poland,2021-07-09,70-79,80.86,78.45
Poland,2021-07-09,80+,61.97,60.24
Poland,2021-07-16,18-24,39.81,33.88
Poland,2021-07-16,25-49,46.53,41.54
Poland,2021-07-16,50-59,58.76,54.37
Poland,2021-07-16,60-69,68.8,65.26
Poland,2021-07-16,70-79,81.28,79.74
Poland,2021-07-16,80+,62.27,60.95
Poland,2021-07-23,18-24,40.98,36.77
Poland,2021-07-23,25-49,47.54,44.08
Poland,2021-07-23,50-59,59.56,56.47
Poland,2021-07-23,60-69,69.35,66.89
Poland,2021-07-23,70-79,81.68,80.61
Poland,2021-07-23,80+,62.55,61.44
Poland,2021-07-30,18-24,42.16,38.89
Poland,2021-07-30,25-49,48.57,45.87
Poland,2021-07-30,50-59,60.37,57.95
Poland,2021-07-30,60-69,69.9,67.98
Poland,2021-07-30,70-79,82.07,81.24
Poland,2021-07-30,80+,62.83,61.82
Poland,2021-08-06,18-24,43.2,40.38
Poland,2021-08-06,25-49,49.5,47.17
Poland,2021-08-06,50-59,61.08,59.03
Poland,2021-08-06,60-69,70.35,68.75
Poland,2021-08-06,70-79,82.4,81.76
Poland,2021-08-06,80+,63.08,62.16
Poland,2021-08-13,18-24,44.11,41.55
Poland,2021-08-13,25-49,50.31,48.2
Poland,2021-08-13,50-59,61.73,59.88
Poland,2021-08-13,60-69,70.78,69.35
Poland,2021-08-13,70-79,82.71,82.18
Poland,2021-08-13,80+,63.3,62.45
Poland,2021-08-20,18-24,44.89,42.64
Poland,2021-08-20,25-49,51.0,49.15
Poland,2021-08-20,50-59,62.25,60.64
Poland,2021-08-20,60-69,71.11,69.87
Poland,2021-08-20,70-79,82.94,82.57
Poland,2021-08-20,80+,63.49,62.73
Poland,2021-08-27,18-24,45.63,43.65
Poland,2021-08-27,25-49,51.66,50.05
Poland,2021-08-27,50-59,62.74,61.35
Poland,2021-08-27,60-69,71.43,70.35
Poland,2021-08-27,70-79,83.16,82.91
Poland,2021-08-27,80+,63.65,62.98
Poland,2021-09-03,18-24,46.26,44.48
Poland,2021-09-03,25-49,52.21,50.76
Poland,2021-09-03,50-59,63.12,61.9
Poland,2021-09-03,60-69,71.66,70.72
Poland,2021-09-03,70-79,83.33,83.19
Poland,2021-09-03,80+,63.78,63.19
Poland,2021-09-10,18-24,46.79,45.13
Poland,2021-09-10,25-49,52.66,51.33
Poland,2021-09-10,50-59,63.44,62.34
Poland,2021-09-10,60-69,71.88,71.02
Poland,2021-09-10,70-79,83.49,83.42
Poland,2021-09-10,80+,63.91,63.37
Poland,2021-09-17,18-24,47.27,45.7
Poland,2021-09-17,25-49,53.07,51.84
Poland,2021-09-17,50-59,63.71,62.71
Poland,2021-09-17,60-69,72.06,71.28
Poland,2021-09-17,70-79,83.62,83.61
Poland,2021-09-17,80+,64.02,63.52
Poland,2021-09-24,18-24,47.76,46.27
Poland,2021-09-24,25-49,53.47,52.33
Poland,2021-09-24,50-59,63.99,63.06
Poland,2021-09-24,60-69,72.24,71.52
Poland,2021-09-24,70-79,83.76,83.78
Poland,2021-09-24,80+,64.13,63.65
Poland,2021-10-01,18-24,48.17,46.76
Poland,2021-10-01,25-49,53.81,52.75
Poland,2021-10-01,50-59,64.21,63.35
Poland,2021-10-01,60-69,72.39,71.71
Poland,2021-10-01,70-79,83.88,83.93
Poland,2021-10-01,80+,64.25,63.77
Poland,2021-10-08,18-24,48.52,47.18
Poland,2021-10-08,25-49,54.13,53.12
Poland,2021-10-08,50-59,64.41,63.59
Poland,2021-10-08,60-69,72.53,71.88
Poland,2021-10-08,70-79,84.0,84.06
Poland,2021-10-08,80+,64.36,63.88
Poland,2021-10-15,18-24,48.85,47.57
Poland,2021-10-15,25-49,54.43,53.47
Poland,2021-10-15,50-59,64.6,63.82
Poland,2021-10-15,60-69,72.65,72.03
Poland,2021-10-15,70-79,84.11,84.17
Poland,2021-10-15,80+,64.47,63.98
Poland,2021-10-22,18-24,49.2,47.96
Poland,2021-10-22,25-49,54.76,53.82
Poland,2021-10-22,50-59,64.81,64.04
Poland,2021-10-22,60-69,72.78,72.18
Poland,2021-10-22,70-79,84.22,84.28
Poland,2021-10-22,80+,64.57,64.07
Poland,2021-10-29,18-24,49.65,48.38
Poland,2021-10-29,25-49,55.18,54.19
Poland,2021-10-29,50-59,65.07,64.28
Poland,2021-10-29,60-69,72.92,72.32
Poland,2021-10-29,70-79,84.33,84.39
Poland,2021-10-29,80+,64.67,64.15
Poland,2021-11-05,18-24,50.07,48.76
Poland,2021-11-05,25-49,55.57,54.53
Poland,2021-11-05,50-59,65.31,64.49
Poland,2021-11-05,60-69,73.07,72.44
Poland,2021-11-05,70-79,84.47,84.48
Poland,2021-11-05,80+,64.78,64.23
Poland,2021-11-12,18-24,50.57,49.14
Poland,2021-11-12,25-49,56.01,54.85
Poland,2021-11-12,50-59,65.58,64.68
Poland,2021-11-12,60-69,73.22,72.56
Poland,2021-11-12,70-79,84.6,84.56
Poland,2021-11-12,80+,64.89,64.29
Poland,2021-11-19,18-24,51.18,49.64
Poland,2021-11-19,25-49,56.57,55.3
Poland,2021-11-19,50-59,65.92,64.96
Poland,2021-11-19,60-69,73.44,72.72
Poland,2021-11-19,70-79,84.78,84.67
Poland,2021-11-19,80+,65.02,64.38
Poland,2021-11-23,18-24,51.36,49.76
Poland,2021-11-23,25-49,56.73,55.4
Poland,2021-11-23,50-59,66.02,65.01
Poland,2021-11-23,60-69,73.5,72.75
Poland,2021-11-23,70-79,84.84,84.69
Poland,2021-11-23,80+,65.06,64.39
Portugal,2021-01-01,18-24,0.02,0.0
Portugal,2021-01-01,25-49,0.1,0.0
Portugal,2021-01-01,50-59,0.07,0.0
Portugal,2021-01-01,60-69,0.04,0.0
Portugal,2021-01-01,70-79,0.0,0.0
Portugal,2021-01-01,80+,0.0,0.0
Portugal,2021-01-08,18-24,0.42,0.0
Portugal,2021-01-08,25-49,1.55,0.0
Portugal,2021-01-08,50-59,1.11,0.0
Portugal,2021-01-08,60-69,0.6,0.0
Portugal,2021-01-08,70-79,0.12,0.0
Portugal,2021-01-08,80+,0.6,0.0
Portugal,2021-01-15,18-24,0.6,0.01
Portugal,2021-01-15,25-49,2.06,0.03
Portugal,2021-01-15,50-59,1.69,0.02
Portugal,2021-01-15,60-69,1.0,0.01
Portugal,2021-01-15,70-79,0.49,0.0
Portugal,2021-01-15,80+,2.75,0.0
Portugal,2021-01-22,18-24,1.1,0.16
Portugal,2021-01-22,25-49,3.19,0.68
Portugal,2021-01-22,50-59,3.03,0.45
Portugal,2021-01-22,60-69,1.91,0.24
Portugal,2021-01-22,70-79,1.51,0.01
Portugal,2021-01-22,80+,8.53,0.04
Portugal,2021-01-29,18-24,1.28,0.38
Portugal,2021-01-29,25-49,3.66,1.46
Portugal,2021-01-29,50-59,3.55,1.06
Portugal,2021-01-29,60-69,2.32,0.58
Portugal,2021-01-29,70-79,1.96,0.11
Portugal,2021-01-29,80+,9.63,0.54
Portugal,2021-02-05,18-24,1.41,0.5
Portugal,2021-02-05,25-49,3.96,1.83
Portugal,2021-02-05,50-59,3.83,1.51
Portugal,2021-02-05,60-69,2.52,0.9
Portugal,2021-02-05,70-79,2.14,0.38
Portugal,2021-02-05,80+,10.31,2.12
Portugal,2021-02-12,18-24,1.61,0.89
Portugal,2021-02-12,25-49,4.38,2.75
Portugal,2021-02-12,50-59,4.17,2.6
Portugal,2021-02-12,60-69,2.73,1.65
Portugal,2021-02-12,70-79,2.44,1.2
Portugal,2021-02-12,80+,12.51,6.8
Portugal,2021-02-19,18-24,1.91,1.12
Portugal,2021-02-19,25-49,5.05,3.32
Portugal,2021-02-19,50-59,5.06,3.23
Portugal,2021-02-19,60-69,3.83,2.12
Portugal,2021-02-19,70-79,2.74,1.7
Portugal,2021-02-19,80+,19.7,8.18
Portugal,2021-02-26,18-24,2.08,1.21
Portugal,2021-02-26,25-49,5.4,3.54
Portugal,2021-02-26,50-59,6.93,3.47
Portugal,2021-02-26,60-69,6.0,2.29
Portugal,2021-02-26,70-79,3.31,1.86
Portugal,2021-02-26,80+,34.89,8.96
Portugal,2021-03-05,18-24,2.2,1.35
Portugal,2021-03-05,25-49,5.63,3.84
Portugal,2021-03-05,50-59,8.14,3.77
Portugal,2021-03-05,60-69,7.38,2.5
Portugal,2021-03-05,70-79,4.13,2.15
Portugal,2021-03-05,80+,47.81,10.86
Portugal,2021-03-12,18-24,2.39,1.43
Portugal,2021-03-12,25-49,6.13,4.03
Portugal,2021-03-12,50-59,9.08,3.98
Portugal,2021-03-12,60-69,8.37,2.66
Portugal,2021-03-12,70-79,5.33,2.42
Portugal,2021-03-12,80+,53.76,16.38
Portugal,2021-03-19,18-24,2.42,1.48
Portugal,2021-03-19,25-49,6.27,4.14
Portugal,2021-03-19,50-59,9.3,4.09
Portugal,2021-03-19,60-69,8.68,2.86
Portugal,2021-03-19,70-79,6.95,2.93
Portugal,2021-03-19,80+,61.81,30.81
Portugal,2021-03-26,18-24,2.85,1.51
Portugal,2021-03-26,25-49,7.54,4.19
Portugal,2021-03-26,50-59,10.96,4.14
Portugal,2021-03-26,60-69,10.17,2.97
Portugal,2021-03-26,70-79,11.42,3.05
Portugal,2021-03-26,80+,80.25,33.32
Portugal,2021-04-02,18-24,2.94,1.52
Portugal,2021-04-02,25-49,7.69,4.23
Portugal,2021-04-02,50-59,11.3,4.18
Portugal,2021-04-02,60-69,11.81,3.12
Portugal,2021-04-02,70-79,18.57,3.66
Portugal,2021-04-02,80+,85.7,44.51
Portugal,2021-04-09,18-24,3.05,1.55
Portugal,2021-04-09,25-49,7.97,4.28
Portugal,2021-04-09,50-59,11.92,4.22
Portugal,2021-04-09,60-69,15.12,3.25
Portugal,2021-04-09,70-79,35.35,4.08
Portugal,2021-04-09,80+,90.19,51.32
Portugal,2021-04-16,18-24,3.61,1.56
Portugal,2021-04-16,25-49,10.63,4.31
Portugal,2021-04-16,50-59,16.12,4.25
Portugal,2021-04-16,60-69,20.82,3.33
Portugal,2021-04-16,70-79,54.27,4.39
Portugal,2021-04-16,80+,91.75,58.66
Portugal,2021-04-23,18-24,3.78,1.58
Portugal,2021-04-23,25-49,10.97,4.34
Portugal,2021-04-23,50-59,16.58,4.34
Portugal,2021-04-23,60-69,25.16,3.52
Portugal,2021-04-23,70-79,67.24,5.57
Portugal,2021-04-23,80+,93.0,76.94
Portugal,2021-04-30,18-24,4.13,1.6
Portugal,2021-04-30,25-49,11.31,4.37
Portugal,2021-04-30,50-59,17.24,4.46
Portugal,2021-04-30,60-69,37.67,4.33
Portugal,2021-04-30,70-79,83.07,9.37
Portugal,2021-04-30,80+,93.91,82.85
Portugal,2021-05-07,18-24,4.37,1.71
Portugal,2021-05-07,25-49,11.63,4.62
Portugal,2021-05-07,50-59,18.27,4.89
Portugal,2021-05-07,60-69,59.15,7.2
Portugal,2021-05-07,70-79,90.42,23.22
Portugal,2021-05-07,80+,94.69,87.57
Portugal,2021-05-14,18-24,4.67,2.41
Portugal,2021-05-14,25-49,12.4,7.62
Portugal,2021-05-14,50-59,21.28,9.75
Portugal,2021-05-14,60-69,74.27,11.81
Portugal,2021-05-14,70-79,93.95,29.19
Portugal,2021-05-14,80+,95.28,89.06
Portugal,2021-05-21,18-24,4.94,2.73
Portugal,2021-05-21,25-49,13.39,8.28
Portugal,2021-05-21,50-59,31.06,12.71
Portugal,2021-05-21,60-69,83.79,16.98
Portugal,2021-05-21,70-79,96.06,37.02
Portugal,2021-05-21,80+,96.05,90.3
Portugal,2021-05-28,18-24,5.24,3.16
Portugal,2021-05-28,25-49,14.2,8.83
Portugal,2021-05-28,50-59,43.19,16.95
Portugal,2021-05-28,60-69,87.91,27.5
Portugal,2021-05-28,70-79,97.52,47.42
Portugal,2021-05-28,80+,96.78,91.25
Portugal,2021-06-04,18-24,5.56,3.51
Portugal,2021-06-04,25-49,15.49,9.56
Portugal,2021-06-04,50-59,55.5,21.51
Portugal,2021-06-04,60-69,91.22,42.17
Portugal,2021-06-04,70-79,98.79,52.39
Portugal,2021-06-04,80+,97.32,92.17
Portugal,2021-06-11,18-24,5.94,3.89
Portugal,2021-06-11,25-49,19.39,10.52
Portugal,2021-06-11,50-59,69.97,25.85
Portugal,2021-06-11,60-69,93.31,51.0
Portugal,2021-06-11,70-79,99.78,55.69
Portugal,2021-06-11,80+,97.78,92.89
Portugal,2021-06-18,18-24,6.38,4.5
Portugal,2021-06-18,25-49,27.08,13.08
Portugal,2021-06-18,50-59,76.16,37.0
Portugal,2021-06-18,60-69,94.6,57.69
Portugal,2021-06-18,70-79,100.45,59.96
Portugal,2021-06-18,80+,98.22,93.6
Portugal,2021-06-25,18-24,6.83,4.89
Portugal,2021-06-25,25-49,35.98,14.77
Portugal,2021-06-25,50-59,82.38,47.27
Portugal,2021-06-25,60-69,95.84,62.22
Portugal,2021-06-25,70-79,101.13,67.12
Portugal,2021-06-25,80+,98.79,94.32
Portugal,2021-07-02,18-24,7.17,5.29
Portugal,2021-07-02,25-49,45.88,16.63
Portugal,2021-07-02,50-59,86.31,57.1
Portugal,2021-07-02,60-69,96.82,68.9
Portugal,2021-07-02,70-79,101.72,80.27
Portugal,2021-07-02,80+,99.34,95.12
Portugal,2021-07-09,18-24,8.93,5.96
Portugal,2021-07-09,25-49,57.71,21.03
Portugal,2021-07-09,50-59,89.12,69.55
Portugal,2021-07-09,60-69,97.66,80.84
Portugal,2021-07-09,70-79,102.24,92.8
Portugal,2021-07-09,80+,99.78,95.9
Portugal,2021-07-16,18-24,11.55,6.98
Portugal,2021-07-16,25-49,66.77,30.48
Portugal,2021-07-16,50-59,90.56,75.57
Portugal,2021-07-16,60-69,98.33,86.51
Portugal,2021-07-16,70-79,102.67,95.83
Portugal,2021-07-16,80+,100.17,96.43
Portugal,2021-07-23,18-24,16.31,9.52
Portugal,2021-07-23,25-49,72.66,40.73
Portugal,2021-07-23,50-59,92.13,81.49
Portugal,2021-07-23,60-69,99.15,90.12
Portugal,2021-07-23,70-79,103.22,98.19
Portugal,2021-07-23,80+,100.58,96.89
Portugal,2021-07-30,18-24,21.53,12.44
Portugal,2021-07-30,25-49,76.39,51.28
Portugal,2021-07-30,50-59,93.48,85.71
Portugal,2021-07-30,60-69,100.02,93.35
Portugal,2021-07-30,70-79,103.84,99.76
Portugal,2021-07-30,80+,101.04,97.32
Portugal,2021-08-06,18-24,34.7,19.73
Portugal,2021-08-06,25-49,79.51,62.7
Portugal,2021-08-06,50-59,94.66,88.65
Portugal,2021-08-06,60-69,100.78,94.6
Portugal,2021-08-06,70-79,104.39,100.37
Portugal,2021-08-06,80+,101.48,97.63
Portugal,2021-08-13,18-24,55.08,30.39
Portugal,2021-08-13,25-49,83.39,69.78
Portugal,2021-08-13,50-59,95.65,89.96
Portugal,2021-08-13,60-69,101.28,95.21
Portugal,2021-08-13,70-79,104.73,100.71
Portugal,2021-08-13,80+,101.77,97.89
Portugal,2021-08-20,18-24,74.5,39.99
Portugal,2021-08-20,25-49,87.02,74.12
Portugal,2021-08-20,50-59,96.46,90.7
Portugal,2021-08-20,60-69,101.67,95.48
Portugal,2021-08-20,70-79,105.02,100.88
Portugal,2021-08-20,80+,102.02,98.05
Portugal,2021-08-27,18-24,83.62,45.65
Portugal,2021-08-27,25-49,90.25,76.5
Portugal,2021-08-27,50-59,97.34,91.15
Portugal,2021-08-27,60-69,102.11,95.68
Portugal,2021-08-27,70-79,105.36,101.03
Portugal,2021-08-27,80+,102.3,98.2
Portugal,2021-09-03,18-24,87.02,58.62
Portugal,2021-09-03,25-49,91.86,78.9
Portugal,2021-09-03,50-59,98.18,91.48
Portugal,2021-09-03,60-69,102.57,95.86
Portugal,2021-09-03,70-79,105.72,101.16
Portugal,2021-09-03,80+,102.6,98.32
Portugal,2021-09-10,18-24,88.81,68.75
Portugal,2021-09-10,25-49,92.66,80.8
Portugal,2021-09-10,50-59,98.5,91.69
Portugal,2021-09-10,60-69,102.77,95.97
Portugal,2021-09-10,70-79,105.87,101.25
Portugal,2021-09-10,80+,102.72,98.4
Portugal,2021-09-17,18-24,90.07,75.54
Portugal,2021-09-17,25-49,93.27,82.79
Portugal,2021-09-17,50-59,98.71,92.06
Portugal,2021-09-17,60-69,102.9,96.23
Portugal,2021-09-17,70-79,105.97,101.44
Portugal,2021-09-17,80+,102.81,98.55
Portugal,2021-09-24,18-24,91.04,77.95
Portugal,2021-09-24,25-49,93.8,83.74
Portugal,2021-09-24,50-59,98.89,92.37
Portugal,2021-09-24,60-69,103.02,96.49
Portugal,2021-09-24,70-79,106.06,101.64
Portugal,2021-09-24,80+,102.9,98.7
Portugal,2021-10-01,18-24,91.73,79.43
Portugal,2021-10-01,25-49,94.16,84.38
Portugal,2021-10-01,50-59,99.01,92.6
Portugal,2021-10-01,60-69,103.09,96.69
Portugal,2021-10-01,70-79,106.12,101.8
Portugal,2021-10-01,80+,102.96,98.82
Portugal,2021-10-08,18-24,92.17,80.65
Portugal,2021-10-08,25-49,94.38,84.9
Portugal,2021-10-08,50-59,99.08,92.77
Portugal,2021-10-08,60-69,103.13,96.86
Portugal,2021-10-08,70-79,106.16,101.93
Portugal,2021-10-08,80+,102.99,98.9
Portugal,2021-10-15,18-24,92.71,81.64
Portugal,2021-10-15,25-49,94.65,85.38
Portugal,2021-10-15,50-59,99.15,92.92
Portugal,2021-10-15,60-69,103.18,97.01
Portugal,2021-10-15,70-79,106.2,102.05
Portugal,2021-10-15,80+,103.03,98.99
Portugal,2021-10-22,18-24,93.1,82.41
Portugal,2021-10-22,25-49,94.84,85.76
Portugal,2021-10-22,50-59,99.21,93.05
Portugal,2021-10-22,60-69,103.22,97.16
Portugal,2021-10-22,70-79,106.23,102.16
Portugal,2021-10-22,80+,103.07,99.08
Portugal,2021-10-29,18-24,93.48,82.85
Portugal,2021-10-29,25-49,95.04,85.99
Portugal,2021-10-29,50-59,99.26,93.11
Portugal,2021-10-29,60-69,103.25,97.26
Portugal,2021-10-29,70-79,106.26,102.24
Portugal,2021-10-29,80+,103.1,99.14
Portugal,2021-11-05,18-24,93.76,83.17
Portugal,2021-11-05,25-49,95.18,86.17
Portugal,2021-11-05,50-59,99.3,93.17
Portugal,2021-11-05,60-69,103.27,97.3
Portugal,2021-11-05,70-79,106.28,102.28
Portugal,2021-11-05,80+,103.14,99.18
Portugal,2021-11-12,18-24,94.12,83.53
Portugal,2021-11-12,25-49,95.36,86.38
Portugal,2021-11-12,50-59,99.35,93.23
Portugal,2021-11-12,60-69,103.31,97.35
Portugal,2021-11-12,70-79,106.31,102.32
Portugal,2021-11-12,80+,103.19,99.23
Portugal,2021-11-19,18-24,94.61,83.84
Portugal,2021-11-19,25-49,95.6,86.57
Portugal,2021-11-19,50-59,99.44,93.29
Portugal,2021-11-19,60-69,103.37,97.4
Portugal,2021-11-19,70-79,106.38,102.37
Portugal,2021-11-19,80+,103.25,99.27
Romania,2021-05-28,18-24,19.44,13.84
Romania,2021-05-28,25-49,24.52,20.24
Romania,2021-05-28,50-59,31.55,26.68
Romania,2021-05-28,60-69,34.43,30.46
Romania,2021-05-28,70-79,33.25,29.99
Romania,2021-05-28,80+,17.79,15.9
Romania,2021-06-04,18-24,20.47,16.51
Romania,2021-06-04,25-49,25.38,22.44
Romania,2021-06-04,50-59,32.48,29.18
Romania,2021-06-04,60-69,35.18,32.41
Romania,2021-06-04,70-79,33.86,31.47
Romania,2021-06-04,80+,18.12,16.67
Romania,2021-06-11,18-24,21.25,18.27
Romania,2021-06-11,25-49,26.11,23.92
Romania,2021-06-11,50-59,33.27,30.9
Romania,2021-06-11,60-69,35.82,33.8
Romania,2021-06-11,70-79,34.42,32.62
Romania,2021-06-11,80+,18.43,17.29
Romania,2021-06-18,18-24,21.8,19.49
Romania,2021-06-18,25-49,26.61,24.94
Romania,2021-06-18,50-59,33.79,32.05
Romania,2021-06-18,60-69,36.25,34.77
Romania,2021-06-18,70-79,34.79,33.43
Romania,2021-06-18,80+,18.66,17.74
Romania,2021-06-25,18-24,22.25,20.47
Romania,2021-06-25,25-49,27.03,25.72
Romania,2021-06-25,50-59,34.23,32.91
Romania,2021-06-25,60-69,36.61,35.49
Romania,2021-06-25,70-79,35.11,34.01
Romania,2021-06-25,80+,18.84,18.07
Romania,2021-07-02,18-24,22.7,21.2
Romania,2021-07-02,25-49,27.44,26.33
Romania,2021-07-02,50-59,34.64,33.53
Romania,2021-07-02,60-69,36.94,35.99
Romania,2021-07-02,70-79,35.38,34.44
Romania,2021-07-02,80+,19.02,18.31
Romania,2021-07-09,18-24,23.17,21.77
Romania,2021-07-09,25-49,27.86,26.82
Romania,2021-07-09,50-59,35.05,34.01
Romania,2021-07-09,60-69,37.25,36.37
Romania,2021-07-09,70-79,35.63,34.75
Romania,2021-07-09,80+,19.17,18.5
Romania,2021-07-16,18-24,23.61,22.26
Romania,2021-07-16,25-49,28.26,27.27
Romania,2021-07-16,50-59,35.42,34.44
Romania,2021-07-16,60-69,37.52,36.69
Romania,2021-07-16,70-79,35.85,35.02
Romania,2021-07-16,80+,19.3,18.66
Romania,2021-07-23,18-24,24.08,22.78
Romania,2021-07-23,25-49,28.74,27.78
Romania,2021-07-23,50-59,35.84,34.89
Romania,2021-07-23,60-69,37.81,37.01
Romania,2021-07-23,70-79,36.09,35.28
Romania,2021-07-23,80+,19.43,18.82
Romania,2021-07-30,18-24,24.55,23.31
Romania,2021-07-30,25-49,29.22,28.3
Romania,2021-07-30,50-59,36.26,35.34
Romania,2021-07-30,60-69,38.08,37.31
Romania,2021-07-30,70-79,36.29,35.51
Romania,2021-07-30,80+,19.55,18.95
Romania,2021-08-06,18-24,25.04,23.81
Romania,2021-08-06,25-49,29.72,28.81
Romania,2021-08-06,50-59,36.69,35.77
Romania,2021-08-06,60-69,38.33,37.58
Romania,2021-08-06,70-79,36.47,35.72
Romania,2021-08-06,80+,19.67,19.08
Romania,2021-08-13,18-24,25.47,24.3
Romania,2021-08-13,25-49,30.17,29.31
Romania,2021-08-13,50-59,37.06,36.2
Romania,2021-08-13,60-69,38.53,37.84
Romania,2021-08-13,70-79,36.62,35.92
Romania,2021-08-13,80+,19.76,19.2
Romania,2021-08-20,18-24,25.91,24.8
Romania,2021-08-20,25-49,30.61,29.82
Romania,2021-08-20,50-59,37.4,36.61
Romania,2021-08-20,60-69,38.72,38.09
Romania,2021-08-20,70-79,36.76,36.1
Romania,2021-08-20,80+,19.84,19.31
Romania,2021-08-27,18-24,26.37,25.3
Romania,2021-08-27,25-49,31.03,30.3
Romania,2021-08-27,50-59,37.73,37.01
Romania,2021-08-27,60-69,38.91,38.31
Romania,2021-08-27,70-79,36.9,36.27
Romania,2021-08-27,80+,19.93,19.41
Romania,2021-09-03,18-24,26.8,25.73
Romania,2021-09-03,25-49,31.38,30.67
Romania,2021-09-03,50-59,38.01,37.32
Romania,2021-09-03,60-69,39.08,38.49
Romania,2021-09-03,70-79,37.02,36.4
Romania,2021-09-03,80+,20.01,19.5
Romania,2021-09-10,18-24,27.21,26.12
Romania,2021-09-10,25-49,31.67,30.97
Romania,2021-09-10,50-59,38.25,37.57
Romania,2021-09-10,60-69,39.23,38.66
Romania,2021-09-10,70-79,37.13,36.52
Romania,2021-09-10,80+,20.08,19.58
Romania,2021-09-17,18-24,27.77,26.63
Romania,2021-09-17,25-49,32.06,31.32
Romania,2021-09-17,50-59,38.58,37.87
Romania,2021-09-17,60-69,39.42,38.84
Romania,2021-09-17,70-79,37.27,36.65
Romania,2021-09-17,80+,20.17,19.67
Romania,2021-09-24,18-24,28.87,27.47
Romania,2021-09-24,25-49,32.74,31.86
Romania,2021-09-24,50-59,39.12,38.3
Romania,2021-09-24,60-69,39.73,39.07
Romania,2021-09-24,70-79,37.47,36.81
Romania,2021-09-24,80+,20.29,19.76
Romania,2021-10-01,18-24,30.32,28.51
Romania,2021-10-01,25-49,33.73,32.58
Romania,2021-10-01,50-59,39.94,38.9
Romania,2021-10-01,60-69,40.25,39.39
Romania,2021-10-01,70-79,37.84,37.02
Romania,2021-10-01,80+,20.49,19.87
Romania,2021-10-08,18-24,31.82,29.62
Romania,2021-10-08,25-49,34.91,33.43
Romania,2021-10-08,50-59,41.02,39.62
Romania,2021-10-08,60-69,41.01,39.82
Romania,2021-10-08,70-79,38.39,37.31
Romania,2021-10-08,80+,20.8,20.01
Romania,2021-10-15,18-24,33.39,30.91
Romania,2021-10-15,25-49,36.31,34.44
Romania,2021-10-15,50-59,42.44,40.55
Romania,2021-10-15,60-69,42.07,40.39
Romania,2021-10-15,70-79,39.23,37.7
